id,price,size,minimum_nights,number_of_reviews,reviews_per_month,host_listings_count,availability_days_in_year,number_of_rooms,neighbourhood,room_type
2831043,56,747,60,25,0.46,1,254,9,Neukolln,Entire home_apt
2833279,40,295,2,59,1.13,2,180,8,Steglitz - Zehlendorf,Private room
2833785,40,692,2,120,2.31,1,155,5,Neukolln,Private room
2849856,60,677,3,55,1,1,4,2,Marzahn - Hellersdorf,Entire home_apt
2850204,40,116,3,68,1.5,5,285,4,Friedrichshain-Kreuzberg,Entire home_apt
2856488,70,635,60,1,0.03,3,189,8,Charlottenburg-Wilm.,Entire home_apt
2859932,69,703,2,29,0.54,1,4,1,Steglitz - Zehlendorf,Entire home_apt
2860420,2500,2693,1,19,0.35,1,89,50,Friedrichshain-Kreuzberg,Entire home_apt
2861732,39,63,5,28,0.75,1,11,3,Mitte,Private room
2862433,45,667,1,82,1.56,1,12,3,Friedrichshain-Kreuzberg,Private room
2862921,35,642,12,2,0.13,1,66,3,Friedrichshain-Kreuzberg,Entire home_apt
2869377,80,280,5,3,0.07,2,0,3,Pankow,Entire home_apt
2870515,26,274,3,19,0.5,2,227,2,Friedrichshain-Kreuzberg,Private room
2873538,35,204,4,23,0.42,2,0,2,Friedrichshain-Kreuzberg,Private room
2876427,29,346,3,28,0.53,2,334,7,Marzahn - Hellersdorf,Entire home_apt
2877115,37,184,2,29,0.68,1,294,5,Mitte,Private room
2880063,25,484,6,66,1.22,1,196,1,Tempelhof - Schoneberg,Private room
2883909,29,578,3,51,1.01,1,84,1,Charlottenburg-Wilm.,Private room
2885297,65,392,3,0,0,2,0,7,Mitte,Entire home_apt
2885872,93,688,4,12,0.22,1,0,6,Mitte,Entire home_apt
2888184,60,649,7,15,0.28,1,279,10,Reinickendorf,Entire home_apt
2891361,50,106,4,29,0.54,2,310,4,Neukolln,Private room
2891709,40,701,1,247,4.59,2,2,1,Pankow,Private room
2893967,36,657,1,23,0.46,1,270,6,Pankow,Private room
2894031,70,242,2,22,0.47,1,0,10,Pankow,Entire home_apt
2895197,113,508,5,13,0.3,2,205,3,Pankow,Entire home_apt
2901363,39,544,4,2,0.04,1,89,1,Mitte,Private room
2903199,26,268,2,43,0.82,2,311,2,Lichtenberg,Private room
2904317,49,64,1,114,2.09,2,64,1,Friedrichshain-Kreuzberg,Private room
2908081,35,135,4,61,1.11,1,0,9,Mitte,Entire home_apt
2913468,29,588,3,159,2.89,1,89,4,Friedrichshain-Kreuzberg,Private room
2921278,47,103,60,4,0.08,1,0,6,Steglitz - Zehlendorf,Entire home_apt
2923100,44,720,3,13,0.25,1,0,4,Friedrichshain-Kreuzberg,Entire home_apt
2924337,19,165,8,43,0.79,2,75,1,Charlottenburg-Wilm.,Private room
2924980,75,601,58,65,1.23,4,255,1,Neukolln,Entire home_apt
2929033,66,224,2,36,0.77,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
2929392,45,740,2,211,3.84,1,48,2,Mitte,Private room
2929593,49,512,2,33,0.76,1,35,2,Friedrichshain-Kreuzberg,Private room
2931551,49,353,2,23,0.43,1,338,1,Friedrichshain-Kreuzberg,Private room
2938293,30,197,2,125,2.32,1,265,4,Pankow,Private room
2939366,50,417,1,6,0.11,1,0,6,Mitte,Entire home_apt
2939590,35,681,3,0,0,1,20,6,Neukolln,Private room
2941834,55,428,2,34,0.63,1,316,5,Pankow,Entire home_apt
2944621,54,166,2,260,4.74,1,312,10,Mitte,Private room
2945314,108,498,4,29,0.57,1,7,1,Pankow,Entire home_apt
2947092,100,563,1,1,0.02,1,0,11,Friedrichshain-Kreuzberg,Private room
2947426,48,200,3,116,2.12,1,56,7,Friedrichshain-Kreuzberg,Entire home_apt
2949266,60,250,2,31,0.59,1,159,3,Friedrichshain-Kreuzberg,Private room
2954558,42,413,5,7,0.17,1,0,5,Friedrichshain-Kreuzberg,Private room
2958436,50,667,3,2,0.05,2,0,7,Pankow,Private room
2965875,140,363,2,45,0.83,1,360,6,Charlottenburg-Wilm.,Entire home_apt
2978004,39,81,5,25,0.46,1,0,7,Mitte,Entire home_apt
2981102,140,813,2,177,3.29,1,21,1,Friedrichshain-Kreuzberg,Entire home_apt
2985030,140,692,2,70,1.38,1,149,8,Tempelhof - Schoneberg,Entire home_apt
2992093,36,721,3,35,0.66,1,4,7,Friedrichshain-Kreuzberg,Private room
2996348,60,288,10,1,0.04,1,0,1,Steglitz - Zehlendorf,Entire home_apt
3005038,47,104,14,1,0.02,1,0,6,Treptow - Kopenick,Entire home_apt
3011888,215,737,7,32,0.62,2,22,5,Pankow,Entire home_apt
3014092,60,472,2,49,1.16,1,0,5,Friedrichshain-Kreuzberg,Entire home_apt
3014402,49,67,5,22,0.41,1,252,2,Mitte,Entire home_apt
3014619,60,689,2,21,0.39,1,288,10,Pankow,Private room
3015181,125,693,1,0,0,1,0,9,Steglitz - Zehlendorf,Entire home_apt
3015440,40,711,1,8,0.17,1,0,1,Neukolln,Private room
3022761,39,204,1,1,0.02,1,306,2,Charlottenburg-Wilm.,Private room
3022839,55,648,2,313,5.83,1,22,4,Pankow,Entire home_apt
3023254,25,644,1,0,0,1,0,4,Friedrichshain-Kreuzberg,Private room
3024574,45,466,3,2,0.06,1,196,6,Pankow,Entire home_apt
3025845,52,697,4,0,0,1,0,3,Pankow,Private room
3030381,100,111,3,72,1.33,1,107,3,Mitte,Entire home_apt
3034573,50,690,2,28,2.57,1,47,2,Friedrichshain-Kreuzberg,Private room
3045954,41,173,60,19,0.37,1,159,2,Steglitz - Zehlendorf,Entire home_apt
3047076,95,563,4,153,2.94,1,219,2,Tempelhof - Schoneberg,Entire home_apt
3048100,160,574,2,2,0.11,1,173,1,Neukolln,Private room
3049244,64,221,14,4,0.1,1,0,1,Friedrichshain-Kreuzberg,Private room
3055608,30,681,2,36,1.33,1,0,1,Lichtenberg,Private room
3056450,43,574,2,53,1.09,1,327,2,Tempelhof - Schoneberg,Private room
3057722,35,418,2,9,0.3,1,90,9,Steglitz - Zehlendorf,Private room
3062671,24,637,2,5,0.18,1,0,9,Neukolln,Private room
3064061,50,72,2,30,0.55,1,0,2,Neukolln,Entire home_apt
3066273,34,181,3,9,0.17,1,0,1,Friedrichshain-Kreuzberg,Private room
3067072,80,755,60,4,0.08,2,348,6,Mitte,Entire home_apt
3070040,40,619,2,101,2.4,1,172,3,Reinickendorf,Private room
3070102,60,61,1,11,0.2,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
3071018,40,302,3,1,0.02,1,0,8,Neukolln,Private room
3078358,58,609,7,9,0.17,1,0,1,Pankow,Entire home_apt
3078538,40,104,2,0,0,1,0,9,Friedrichshain-Kreuzberg,Private room
3080548,35,671,1,24,0.45,1,357,6,Steglitz - Zehlendorf,Private room
3080746,160,738,3,14,0.3,1,0,4,Pankow,Entire home_apt
3088705,69,390,2,11,0.2,2,279,2,Mitte,Private room
3089810,45,439,1,5,0.28,1,361,3,Mitte,Private room
3092423,142,836,1,26,0.48,1,0,2,Mitte,Entire home_apt
3092794,45,609,1,82,1.54,2,301,9,Neukolln,Private room
3094376,200,218,3,14,0.27,2,127,5,Pankow,Entire home_apt
3104160,35,290,1,1,0.02,1,0,4,Mitte,Private room
3108257,50,540,3,90,1.67,1,24,8,Pankow,Entire home_apt
3108596,9,549,1,19,0.36,14,294,6,Friedrichshain-Kreuzberg,Shared room
3108686,9,222,1,20,0.38,14,312,9,Friedrichshain-Kreuzberg,Shared room
3109015,9,295,1,16,0.3,14,316,3,Friedrichshain-Kreuzberg,Shared room
3109139,9,605,1,44,0.82,14,310,6,Friedrichshain-Kreuzberg,Shared room
3109265,39,125,1,0,0,14,279,1,Friedrichshain-Kreuzberg,Private room
3110069,28,89,2,103,1.91,1,332,6,Pankow,Private room
3110176,30,57,3,28,0.52,1,0,7,Pankow,Private room
3112155,45,58,1,82,2.36,3,19,9,Friedrichshain-Kreuzberg,Private room
3124110,66,681,2,63,1.17,1,222,8,Treptow - Kopenick,Entire home_apt
3128036,123,734,3,10,0.23,3,0,3,Mitte,Entire home_apt
3129557,35,571,4,16,0.7,1,10,9,Pankow,Entire home_apt
3134696,28,620,3,8,0.26,1,317,3,Neukolln,Private room
3134876,99,209,2,14,0.27,1,7,6,Tempelhof - Schoneberg,Entire home_apt
3136490,38,624,1,13,0.92,6,335,2,Neukolln,Private room
3137119,43,53,150,3,0.06,2,220,5,Friedrichshain-Kreuzberg,Entire home_apt
3137372,38,642,60,39,0.74,1,37,1,Neukolln,Entire home_apt
3144994,55,636,2,14,0.36,1,0,7,Pankow,Entire home_apt
3145517,34,153,14,1,0.02,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
3145546,150,369,7,1,0.04,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
3146278,27,635,2,5,0.09,1,0,1,Mitte,Private room
3148619,68,570,2,129,2.39,1,339,2,Mitte,Entire home_apt
3149928,40,434,5,3,0.08,1,0,3,Pankow,Entire home_apt
3151195,23,494,1,38,0.81,1,44,2,Pankow,Private room
3152009,50,384,60,9,0.2,2,251,3,Pankow,Entire home_apt
3152463,40,530,90,35,0.65,1,0,9,Mitte,Entire home_apt
3156270,95,151,3,25,0.5,2,343,1,Friedrichshain-Kreuzberg,Entire home_apt
3156817,61,388,1,31,0.59,1,184,9,Friedrichshain-Kreuzberg,Entire home_apt
3160950,25,579,5,3,0.06,1,0,3,Neukolln,Private room
3162527,60,503,7,34,0.64,1,40,3,Friedrichshain-Kreuzberg,Private room
3163841,80,223,3,11,0.21,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
3173620,35,435,3,5,0.22,1,360,2,Mitte,Private room
3175126,45,696,2,2,0.04,1,190,3,Friedrichshain-Kreuzberg,Private room
3178830,45,643,3,1,0.03,1,0,1,Mitte,Entire home_apt
3179051,120,757,4,19,0.35,1,17,1,Friedrichshain-Kreuzberg,Entire home_apt
3179499,90,724,5,2,0.04,1,0,1,Pankow,Entire home_apt
3179973,50,50,3,7,0.14,1,0,9,Treptow - Kopenick,Private room
3182944,120,344,4,14,0.28,1,0,1,Marzahn - Hellersdorf,Entire home_apt
3187735,63,662,1,344,6.41,1,231,1,Pankow,Entire home_apt
3188899,114,126,1,328,6.35,3,213,5,Mitte,Entire home_apt
3189571,50,144,2,4,0.08,3,364,3,Steglitz - Zehlendorf,Entire home_apt
3194006,27,437,2,4,1.41,1,168,5,Charlottenburg-Wilm.,Private room
3195958,20,650,2,9,0.47,1,36,1,Tempelhof - Schoneberg,Private room
3206456,105,155,14,2,0.04,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
3210996,90,537,2,85,1.61,1,195,2,Mitte,Entire home_apt
3211002,20,437,2,3,0.13,1,0,6,Mitte,Private room
3211272,46,347,4,166,3.09,1,0,8,Friedrichshain-Kreuzberg,Private room
3212979,60,201,3,20,0.37,1,9,2,Friedrichshain-Kreuzberg,Entire home_apt
3213599,215,550,2,22,0.47,3,227,7,Neukolln,Entire home_apt
3213782,79,98,1,75,1.46,7,365,4,Friedrichshain-Kreuzberg,Entire home_apt
3216901,54,499,1,71,1.37,7,365,6,Friedrichshain-Kreuzberg,Private room
3218705,129,537,3,8,0.16,1,0,7,Friedrichshain-Kreuzberg,Entire home_apt
3219034,73,568,4,4,0.09,1,0,2,Pankow,Entire home_apt
3223693,54,335,1,113,2.24,7,365,1,Friedrichshain-Kreuzberg,Private room
3224006,85,639,71,6,0.12,1,83,1,Pankow,Entire home_apt
3224709,55,236,1,3,0.06,1,0,10,Friedrichshain-Kreuzberg,Private room
3225714,160,535,4,6,0.12,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
3228678,33,312,3,10,0.19,1,0,1,Neukolln,Private room
3234729,27,621,2,35,0.65,1,0,3,Pankow,Entire home_apt
3235690,30,710,1,1,0.03,1,0,6,Neukolln,Private room
3235751,38,217,4,10,0.19,1,37,3,Treptow - Kopenick,Entire home_apt
3236012,50,125,28,23,0.45,2,286,2,Mitte,Entire home_apt
3238233,29,231,3,4,0.23,1,264,2,Friedrichshain-Kreuzberg,Private room
3239428,49,225,3,10,0.2,1,0,2,Neukolln,Entire home_apt
3242577,150,242,2,177,3.38,2,339,3,Mitte,Entire home_apt
3244397,60,364,5,3,0.07,1,310,2,Neukolln,Private room
3247318,49,535,5,23,0.43,1,220,8,Neukolln,Entire home_apt
3247639,45,532,5,96,1.79,1,0,2,Mitte,Private room
3249284,35,227,28,12,0.24,1,221,6,Charlottenburg-Wilm.,Entire home_apt
3249563,35,538,1,13,0.53,1,0,6,Charlottenburg-Wilm.,Private room
3249747,30,352,2,2,0.05,1,0,1,Friedrichshain-Kreuzberg,Private room
3252380,85,356,3,4,0.15,1,0,2,Pankow,Entire home_apt
3252507,50,336,5,6,0.11,1,0,2,Neukolln,Entire home_apt
3253380,64,616,1,20,0.51,1,0,2,Mitte,Private room
3253599,99,130,1,65,1.23,1,365,10,Friedrichshain-Kreuzberg,Private room
3256097,55,362,3,83,2.11,5,190,10,Friedrichshain-Kreuzberg,Entire home_apt
3263705,35,97,2,20,0.38,2,226,3,Treptow - Kopenick,Entire home_apt
3263919,56,612,6,1,0.27,1,0,5,Friedrichshain-Kreuzberg,Private room
3269097,65,177,21,22,0.45,1,364,1,Mitte,Entire home_apt
3270111,580,654,3,45,0.85,1,352,20,Pankow,Entire home_apt
3277004,54,179,1,91,1.98,7,365,2,Friedrichshain-Kreuzberg,Private room
3277019,57,276,2,302,5.75,6,111,3,Friedrichshain-Kreuzberg,Entire home_apt
3281856,42,641,5,66,1.34,2,31,3,Neukolln,Private room
3291658,40,68,7,4,0.08,1,0,6,Pankow,Private room
3296878,33,69,2,24,0.46,2,193,1,Reinickendorf,Private room
3298027,39,152,3,38,0.82,2,87,3,Charlottenburg-Wilm.,Entire home_apt
3298068,40,415,2,82,1.53,1,20,9,Friedrichshain-Kreuzberg,Private room
3298548,40,526,6,4,0.15,1,0,7,Lichtenberg,Entire home_apt
3299282,128,202,4,7,0.13,1,0,11,Pankow,Entire home_apt
3299443,24,426,90,30,0.58,2,191,3,Charlottenburg-Wilm.,Entire home_apt
3305685,29,608,45,34,0.68,1,8,1,Charlottenburg-Wilm.,Private room
3306282,70,425,4,86,1.73,2,62,1,Friedrichshain-Kreuzberg,Entire home_apt
3308204,85,298,10,30,0.66,1,0,4,Pankow,Entire home_apt
3309213,65,161,3,20,0.39,1,364,2,Neukolln,Private room
3310518,55,262,2,66,1.24,2,365,1,Mitte,Private room
3310624,60,287,1,353,6.62,1,148,10,Mitte,Entire home_apt
3311366,20,175,1,100,2.44,4,99,5,Treptow - Kopenick,Private room
3314395,24,340,2,241,4.62,1,274,1,Friedrichshain-Kreuzberg,Private room
3314404,50,630,3,4,0.08,1,0,2,Neukolln,Entire home_apt
3314419,30,316,2,196,3.71,1,41,7,Treptow - Kopenick,Entire home_apt
3321570,40,588,13,42,0.79,1,173,4,Friedrichshain-Kreuzberg,Private room
3321618,39,289,3,233,4.4,1,64,2,Friedrichshain-Kreuzberg,Private room
3322526,58,264,4,4,0.08,1,0,6,Neukolln,Entire home_apt
3322569,65,664,2,27,0.53,1,261,3,Pankow,Entire home_apt
3325692,35,677,4,107,2.01,1,17,3,Mitte,Private room
3326966,95,760,3,60,1.14,1,0,3,Pankow,Entire home_apt
3328431,30,414,5,21,0.4,1,0,3,Friedrichshain-Kreuzberg,Private room
3330000,28,501,1,194,3.79,1,54,1,Mitte,Private room
3331242,65,107,4,12,0.3,1,0,3,Neukolln,Entire home_apt
3331812,63,362,9,7,0.17,1,17,5,Mitte,Entire home_apt
3332211,42,306,3,17,0.33,1,0,1,Mitte,Private room
3332725,70,117,3,27,0.64,1,66,10,Pankow,Private room
3334842,100,526,2,14,0.27,1,0,1,Pankow,Entire home_apt
3336669,65,650,5,4,0.08,1,0,3,Mitte,Entire home_apt
3341663,50,294,12,1,0.02,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
3342931,50,510,2,2,0.04,3,0,1,Charlottenburg-Wilm.,Private room
3345797,25,77,1,8,0.15,1,0,1,Friedrichshain-Kreuzberg,Private room
3346269,30,492,2,248,4.8,2,245,6,Charlottenburg-Wilm.,Private room
3346273,95,417,2,0,0,1,0,4,Mitte,Entire home_apt
3346477,59,606,2,21,0.39,1,284,2,Friedrichshain-Kreuzberg,Entire home_apt
3348445,65,121,10,5,0.11,2,19,9,Neukolln,Entire home_apt
3348488,55,247,1,4,0.09,1,0,6,Mitte,Private room
3349233,60,708,5,17,0.32,1,0,3,Pankow,Private room
3349299,32,598,5,8,0.15,1,0,7,Pankow,Private room
3352114,65,155,5,1,0.03,1,0,2,Mitte,Entire home_apt
3356318,16,444,1,48,1.57,4,80,1,Neukolln,Private room
3358246,40,114,6,18,0.34,1,0,9,Friedrichshain-Kreuzberg,Entire home_apt
3358398,40,714,3,2,0.56,1,0,1,Pankow,Private room
3366660,37,283,2,62,1.67,1,62,1,Neukolln,Private room
3367119,60,252,1,6,0.15,1,365,9,Friedrichshain-Kreuzberg,Private room
3375874,75,567,3,91,1.73,1,323,4,Pankow,Private room
3376380,38,224,1,19,0.36,1,0,1,Pankow,Private room
3378411,28,49,4,10,0.2,1,0,3,Friedrichshain-Kreuzberg,Private room
3378895,90,338,5,6,0.4,1,0,1,Mitte,Entire home_apt
3379105,59,235,5,9,0.33,2,0,7,Mitte,Entire home_apt
3381230,54,454,7,17,0.33,1,0,2,Charlottenburg-Wilm.,Entire home_apt
3382308,48,611,2,104,2.52,1,362,9,Tempelhof - Schoneberg,Private room
3382780,40,581,1,10,0.26,1,0,8,Friedrichshain-Kreuzberg,Private room
3384811,63,131,3,2,0.07,1,0,6,Neukolln,Entire home_apt
3389030,69,419,70,9,0.19,2,238,3,Tempelhof - Schoneberg,Entire home_apt
3392696,45,219,25,0,0,1,0,2,Pankow,Entire home_apt
3395839,80,155,3,25,0.53,1,6,1,Pankow,Entire home_apt
3398680,55,492,2,6,0.11,1,0,3,Pankow,Entire home_apt
3401664,40,152,20,1,0.06,1,0,1,Friedrichshain-Kreuzberg,Private room
3401999,85,760,80,5,0.1,1,21,5,Mitte,Entire home_apt
3402756,52,283,2,3,0.11,1,0,10,Tempelhof - Schoneberg,Entire home_apt
3404630,26,279,10,1,0.04,1,0,1,Neukolln,Private room
3404729,40,359,5,5,0.09,1,276,2,Mitte,Entire home_apt
3414976,25,307,1,42,0.81,1,195,9,Friedrichshain-Kreuzberg,Private room
3418122,85,478,2,2,0.07,1,0,7,Pankow,Entire home_apt
3418671,83,713,5,10,0.68,1,9,2,Pankow,Private room
3418673,50,208,1,0,0,1,0,9,Friedrichshain-Kreuzberg,Private room
3419380,131,651,3,27,0.58,1,252,1,Tempelhof - Schoneberg,Entire home_apt
3419574,48,308,2,402,17.01,2,85,2,Mitte,Private room
3421353,55,580,20,62,1.64,1,0,7,Friedrichshain-Kreuzberg,Entire home_apt
3426601,79,518,7,5,0.1,1,0,1,Pankow,Entire home_apt
3426884,35,37,30,1,0.39,1,0,1,Charlottenburg-Wilm.,Private room
3427815,400,909,2,53,1.06,2,333,8,Pankow,Entire home_apt
3429176,65,158,1,186,3.53,3,74,2,Mitte,Entire home_apt
3435726,32,567,1,2,0.05,1,0,9,Friedrichshain-Kreuzberg,Private room
3438182,169,826,1,28,0.66,1,364,2,Charlottenburg-Wilm.,Entire home_apt
3438403,40,701,1,82,1.58,3,60,2,Pankow,Private room
3439488,30,263,1,8,0.2,1,0,3,Neukolln,Private room
3440927,70,82,2,0,0,1,25,4,Pankow,Private room
3444537,43,612,1,0,0,1,0,6,Lichtenberg,Private room
3446440,42,418,3,8,0.15,1,98,3,Pankow,Entire home_apt
3446751,35,258,3,138,2.63,1,35,1,Pankow,Private room
3448024,95,653,10,3,0.06,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
3449909,65,254,3,14,0.27,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
3450211,100,491,7,0,0,1,0,5,Pankow,Entire home_apt
3450284,60,555,2,5,0.1,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
3452333,28,200,3,108,2.05,2,155,2,Friedrichshain-Kreuzberg,Private room
3456996,75,462,2,8,0.15,1,0,2,Pankow,Entire home_apt
3457016,59,241,1,0,0,1,0,1,Friedrichshain-Kreuzberg,Private room
3461424,90,310,1,8,0.15,1,0,4,Mitte,Private room
3462063,27,513,5,14,0.29,1,1,2,Neukolln,Private room
3469409,30,531,3,9,0.17,1,160,1,Pankow,Private room
3470646,115,241,7,7,0.14,1,0,2,Pankow,Entire home_apt
3474544,20,521,3,25,0.48,1,0,7,Neukolln,Private room
3475286,38,241,5,9,0.3,1,27,3,Neukolln,Private room
3475556,450,889,3,44,0.86,1,88,14,Mitte,Entire home_apt
3476818,50,649,5,3,0.22,1,0,10,Pankow,Entire home_apt
3480916,25,511,2,4,0.09,1,0,3,Friedrichshain-Kreuzberg,Private room
3481474,32,623,3,5,0.1,1,98,5,Neukolln,Entire home_apt
3485841,55,96,2,37,0.72,1,5,3,Neukolln,Entire home_apt
3486857,60,450,4,6,0.11,1,0,10,Neukolln,Entire home_apt
3489087,258,836,2,134,2.55,1,30,2,Neukolln,Entire home_apt
3492202,69,221,4,10,0.19,2,0,1,Mitte,Entire home_apt
3492384,89,746,6,2,0.05,1,0,3,Treptow - Kopenick,Entire home_apt
3493730,80,656,1,0,0,1,0,1,Pankow,Entire home_apt
3494592,39,597,2,26,0.51,2,0,1,Pankow,Private room
3494636,35,332,1,9,0.17,6,314,1,Neukolln,Private room
3495263,90,265,10,8,0.28,1,295,1,Mitte,Entire home_apt
3496214,25,649,3,5,1.35,1,5,2,Friedrichshain-Kreuzberg,Private room
3496921,16,606,14,0,0,2,0,8,Mitte,Private room
3498096,59,706,1,3,0.06,2,29,10,Pankow,Private room
3507782,25,279,1,1,0.03,1,0,2,Neukolln,Private room
3508253,38,613,3,9,0.32,1,0,7,Pankow,Private room
3508448,45,266,2,18,0.35,2,4,7,Neukolln,Entire home_apt
3508834,48,274,3,186,3.62,2,24,2,Mitte,Private room
3509628,50,641,7,35,0.67,2,236,10,Tempelhof - Schoneberg,Entire home_apt
3512424,20,27,5,1,0.04,1,0,2,Mitte,Private room
3514623,65,124,1,5,0.1,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
3514927,95,325,2,13,0.25,1,279,2,Friedrichshain-Kreuzberg,Entire home_apt
3515164,35,190,3,8,0.16,1,0,5,Friedrichshain-Kreuzberg,Private room
3515365,85,520,2,10,0.2,2,321,2,Mitte,Entire home_apt
3517118,175,585,14,7,0.15,1,6,1,Pankow,Entire home_apt
3517477,35,256,1,0,0,2,279,2,Neukolln,Private room
3517489,30,214,4,7,0.13,1,0,8,Neukolln,Entire home_apt
3519704,50,620,6,2,0.04,1,0,5,Friedrichshain-Kreuzberg,Entire home_apt
3519710,43,290,4,2,0.04,1,0,1,Pankow,Entire home_apt
3520209,47,167,5,15,0.38,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
3520341,30,511,1,0,0,1,0,5,Charlottenburg-Wilm.,Private room
3520435,32,44,1,4,0.08,1,0,5,Neukolln,Private room
3521467,60,305,28,24,0.46,2,246,9,Tempelhof - Schoneberg,Entire home_apt
3524707,45,682,2,0,0,2,364,3,Reinickendorf,Private room
3525306,59,108,1,53,1.69,1,319,2,Mitte,Entire home_apt
3525469,70,506,1,0,0,1,0,2,Pankow,Entire home_apt
3527812,59,513,13,3,0.06,1,0,3,Neukolln,Entire home_apt
3531414,35,472,1,6,0.11,1,0,3,Mitte,Entire home_apt
3532442,100,560,1,1,0.17,2,0,2,Mitte,Private room
3535252,120,506,5,5,0.1,2,0,4,Pankow,Entire home_apt
3535849,45,668,6,1,0.02,1,0,3,Neukolln,Entire home_apt
3537128,55,396,3,15,0,1,0,2,Neukolln,Entire home_apt
3543314,80,351,1,3,0.09,2,0,2,Pankow,Entire home_apt
3547440,30,605,4,0,0,1,0,3,Tempelhof - Schoneberg,Private room
3547505,29,290,2,4,0.08,1,0,7,Friedrichshain-Kreuzberg,Private room
3548452,85,228,2,10,0.19,2,0,1,Pankow,Entire home_apt
3557259,65,555,2,38,0.99,2,0,4,Friedrichshain-Kreuzberg,Private room
3560148,56,603,10,0,0,1,0,7,Neukolln,Entire home_apt
3560388,59,325,3,5,0.1,1,0,1,Mitte,Entire home_apt
3560947,57,562,2,0,0,1,0,2,Pankow,Entire home_apt
3561704,27,211,14,0,0,1,0,8,Neukolln,Entire home_apt
3564131,75,514,1,0,0,1,0,3,Tempelhof - Schoneberg,Entire home_apt
3564551,65,678,1,0,0,1,0,7,Mitte,Entire home_apt
3564679,65,624,7,0,0,1,0,2,Tempelhof - Schoneberg,Entire home_apt
3565352,59,89,2,31,0.59,1,0,1,Lichtenberg,Entire home_apt
3565705,84,432,4,5,0.11,1,6,2,Pankow,Entire home_apt
3565759,42,424,3,118,2.39,1,209,9,Friedrichshain-Kreuzberg,Entire home_apt
3568512,60,565,6,9,0.17,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
3573274,54,67,1,4,0.08,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
3575402,46,291,4,20,0.39,1,0,1,Neukolln,Entire home_apt
3577007,59,194,3,28,0.99,1,0,8,Treptow - Kopenick,Entire home_apt
3579402,39,207,2,206,4.15,2,339,1,Neukolln,Private room
3580236,40,152,10,4,0.08,2,0,4,Neukolln,Private room
3580428,65,545,3,7,0.13,1,0,3,Pankow,Entire home_apt
3581569,30,516,20,0,0,1,0,8,Mitte,Entire home_apt
3581809,85,222,30,4,0.08,1,297,2,Mitte,Entire home_apt
3584113,53,170,2,32,0.68,2,270,5,Friedrichshain-Kreuzberg,Entire home_apt
3587208,45,325,1,1,0.02,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
3590242,25,370,7,1,0.03,1,0,2,Mitte,Private room
3591020,52,108,2,24,0.46,1,0,9,Mitte,Entire home_apt
3591301,29,310,3,200,3.83,1,327,1,Pankow,Private room
3591363,47,341,5,2,0.04,1,67,2,Neukolln,Private room
3592208,34,363,2,25,0.48,2,46,2,Neukolln,Private room
3592435,20,698,4,2,0.04,1,0,2,Friedrichshain-Kreuzberg,Private room
3593470,35,587,2,14,0.32,2,0,8,Neukolln,Entire home_apt
3593599,110,787,4,2,0.04,1,0,4,Friedrichshain-Kreuzberg,Entire home_apt
3597449,50,218,4,10,0.19,1,0,2,Friedrichshain-Kreuzberg,Private room
3597702,90,557,6,4,0.08,1,0,6,Friedrichshain-Kreuzberg,Entire home_apt
3599245,70,680,3,6,0.12,2,310,6,Friedrichshain-Kreuzberg,Entire home_apt
3599302,75,726,2,3,1.1,2,34,1,Pankow,Entire home_apt
3599475,50,324,3,6,0.12,1,0,4,Friedrichshain-Kreuzberg,Private room
3599750,30,697,20,1,0.44,1,0,9,Mitte,Entire home_apt
3600046,100,626,1,0,0,1,0,3,Charlottenburg-Wilm.,Entire home_apt
3600370,30,409,7,3,0.06,1,0,4,Friedrichshain-Kreuzberg,Private room
3601255,55,453,2,11,0.21,2,220,4,Friedrichshain-Kreuzberg,Private room
3602785,200,317,1,0,0,1,0,11,Pankow,Entire home_apt
3603063,148,714,4,0,0,1,0,9,Friedrichshain-Kreuzberg,Entire home_apt
